age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
51,unknown,married,unknown,unknown,yes,no,cellular,aug,fri,165,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
23,admin.,single,professional.course,no,yes,no,cellular,jul,wed,429,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
49,technician,married,professional.course,no,no,no,telephone,may,thu,269,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
69,retired,married,high.school,no,no,no,cellular,nov,mon,178,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
36,services,single,basic.6y,unknown,yes,yes,telephone,may,wed,501,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
48,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,169,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
34,technician,married,professional.course,no,yes,no,telephone,sep,mon,157,5,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
56,retired,married,basic.4y,unknown,no,no,cellular,aug,thu,97,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
46,self-employed,married,basic.9y,unknown,no,yes,telephone,may,mon,291,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
47,unknown,married,unknown,unknown,yes,no,telephone,jun,fri,141,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
58,admin.,married,university.degree,no,no,no,cellular,may,mon,325,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
31,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,342,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37,blue-collar,married,basic.6y,no,no,no,cellular,may,mon,54,1,999,0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
43,admin.,married,university.degree,no,yes,yes,cellular,jun,tue,146,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
45,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,73,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
38,technician,single,high.school,unknown,no,no,cellular,aug,mon,95,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37,technician,single,university.degree,no,no,yes,cellular,may,tue,246,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
67,retired,divorced,basic.4y,no,yes,no,cellular,oct,tue,218,1,999,1,failure,-1.1,94.601,-49.5,1.008,4963.6,no
42,housemaid,married,unknown,unknown,yes,no,telephone,jun,mon,345,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
46,housemaid,married,basic.4y,no,no,no,telephone,jun,fri,134,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
36,technician,married,high.school,no,no,no,cellular,apr,mon,207,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
43,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,171,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
68,retired,single,university.degree,no,yes,no,cellular,sep,fri,139,1,999,0,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,no
38,admin.,married,university.degree,no,no,no,telephone,nov,thu,411,4,999,0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
42,blue-collar,single,basic.9y,no,yes,yes,cellular,may,wed,200,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
33,admin.,married,high.school,no,yes,no,cellular,may,thu,59,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
24,student,single,basic.9y,no,no,no,cellular,may,wed,133,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
45,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,tue,95,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
24,services,single,high.school,no,yes,no,telephone,jun,wed,221,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
41,admin.,married,high.school,no,yes,yes,cellular,apr,mon,254,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
51,unemployed,married,basic.9y,unknown,yes,no,telephone,may,tue,66,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
44,admin.,single,high.school,no,no,no,telephone,jun,wed,295,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
42,admin.,single,university.degree,unknown,yes,no,cellular,jul,fri,218,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
41,blue-collar,divorced,basic.9y,no,no,no,telephone,may,mon,53,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
29,student,single,university.degree,no,yes,no,cellular,may,mon,556,1,999,1,failure,-1.8,93.876,-40.0,0.685,5008.7,yes
48,admin.,married,university.degree,no,yes,no,telephone,aug,tue,58,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,113,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
43,management,divorced,university.degree,no,yes,no,cellular,jul,tue,76,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
43,services,single,high.school,unknown,yes,no,cellular,nov,fri,216,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
34,admin.,married,university.degree,no,yes,no,cellular,aug,wed,270,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,113,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
53,technician,married,professional.course,unknown,yes,no,telephone,may,fri,204,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39,admin.,married,university.degree,no,no,no,cellular,aug,tue,145,8,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
55,retired,married,high.school,no,no,no,telephone,may,wed,302,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,345,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30,admin.,divorced,high.school,no,yes,no,cellular,nov,thu,274,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
50,blue-collar,married,professional.course,no,yes,no,cellular,may,thu,247,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
35,admin.,married,high.school,no,yes,yes,telephone,jun,mon,172,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
53,services,married,professional.course,no,yes,no,cellular,jul,wed,185,10,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
38,technician,married,professional.course,no,no,yes,cellular,mar,fri,195,1,999,0,nonexistent,-1.8,92.843,-50.0,1.726,5099.1,yes
31,admin.,married,university.degree,no,yes,no,cellular,aug,fri,258,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
39,housemaid,married,basic.4y,no,no,yes,cellular,aug,mon,357,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
47,management,married,university.degree,no,no,no,cellular,nov,tue,139,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
30,self-employed,single,university.degree,no,yes,no,cellular,aug,mon,75,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
53,technician,married,unknown,no,no,no,telephone,jun,thu,123,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
54,management,divorced,professional.course,no,yes,no,cellular,may,tue,121,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
27,services,single,high.school,no,unknown,unknown,cellular,jul,fri,179,1,999,1,failure,-1.7,94.215,-40.3,0.79,4991.6,yes
44,blue-collar,married,basic.6y,no,no,no,cellular,aug,wed,15,12,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,management,married,university.degree,no,no,yes,cellular,jul,wed,93,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
48,blue-collar,married,professional.course,no,no,no,telephone,jun,tue,68,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
46,technician,divorced,university.degree,no,no,no,cellular,jul,fri,147,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
42,blue-collar,married,basic.6y,no,no,yes,telephone,jun,wed,292,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
45,entrepreneur,married,basic.9y,no,no,no,telephone,may,mon,34,9,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
37,technician,single,high.school,no,yes,no,telephone,apr,thu,201,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,no
59,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,1397,3,999,1,failure,-1.8,93.749,-34.6,0.642,5008.7,yes
59,retired,divorced,basic.4y,unknown,no,yes,telephone,jun,fri,13,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
37,technician,married,university.degree,no,yes,no,telephone,apr,wed,218,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
42,management,married,high.school,no,no,no,cellular,jul,thu,204,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
45,self-employed,married,basic.4y,no,yes,yes,cellular,aug,thu,266,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
44,services,divorced,high.school,no,no,no,cellular,apr,tue,265,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
22,blue-collar,single,basic.9y,no,yes,no,telephone,jul,mon,110,7,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
43,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,329,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,admin.,married,high.school,unknown,yes,no,telephone,may,fri,147,14,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,admin.,married,university.degree,no,yes,yes,cellular,may,mon,110,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
33,self-employed,married,basic.4y,no,no,no,cellular,aug,wed,106,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
41,services,married,basic.6y,no,yes,no,cellular,may,fri,394,10,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
27,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,mon,294,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
47,services,married,high.school,no,yes,no,cellular,aug,tue,836,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
40,technician,married,university.degree,no,no,no,cellular,jul,thu,122,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
38,admin.,divorced,basic.9y,no,no,no,cellular,oct,wed,139,2,999,3,failure,-1.1,94.601,-49.5,1.016,4963.6,no
48,admin.,married,university.degree,no,yes,no,cellular,jun,wed,95,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
29,blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,135,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,technician,married,university.degree,no,yes,no,telephone,may,fri,206,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
59,technician,divorced,basic.9y,no,yes,no,cellular,jul,wed,142,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
60,retired,married,university.degree,unknown,yes,no,telephone,may,fri,576,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
60,admin.,married,high.school,no,yes,no,telephone,may,fri,118,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
25,services,single,basic.9y,no,no,no,telephone,jul,wed,350,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
41,blue-collar,divorced,basic.6y,no,no,no,cellular,jul,fri,159,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
44,unemployed,married,basic.6y,no,yes,yes,telephone,may,mon,536,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
36,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,127,2,999,1,failure,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
29,student,single,high.school,no,no,no,cellular,may,tue,104,1,7,1,success,-1.8,93.876,-40.0,0.6679999999999999,5008.7,no
44,entrepreneur,married,basic.6y,unknown,no,no,cellular,jul,mon,973,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
45,blue-collar,married,basic.6y,no,no,no,cellular,aug,fri,200,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29,admin.,single,university.degree,no,no,no,cellular,aug,fri,82,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
49,housemaid,married,basic.4y,no,no,no,telephone,may,mon,13,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
48,blue-collar,married,university.degree,no,no,no,cellular,aug,mon,164,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
41,admin.,single,high.school,no,no,no,cellular,jul,mon,459,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
58,blue-collar,married,basic.9y,no,no,no,cellular,aug,tue,171,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
26,technician,single,university.degree,no,no,no,cellular,may,fri,199,1,999,1,failure,-1.8,92.893,-46.2,1.259,5099.1,yes
35,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,389,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
38,admin.,divorced,high.school,no,yes,no,telephone,may,mon,114,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
39,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,213,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
48,admin.,married,university.degree,no,yes,no,cellular,nov,wed,517,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
35,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,105,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
49,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,fri,114,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35,blue-collar,single,professional.course,no,yes,yes,cellular,nov,wed,51,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
33,admin.,married,university.degree,no,yes,no,cellular,aug,mon,702,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
43,admin.,single,high.school,no,yes,no,cellular,jul,fri,71,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
40,admin.,married,university.degree,no,no,no,cellular,aug,tue,139,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
48,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,thu,85,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
33,services,divorced,high.school,no,yes,no,cellular,may,tue,75,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
30,unemployed,married,university.degree,no,no,no,cellular,nov,thu,125,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
36,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,306,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
36,technician,single,professional.course,no,no,no,cellular,aug,mon,304,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
46,blue-collar,married,basic.9y,no,yes,no,cellular,oct,tue,65,1,999,1,failure,-3.4,92.431,-26.9,0.728,5017.5,no
57,technician,married,professional.course,no,yes,no,cellular,aug,fri,160,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29,student,single,high.school,no,unknown,unknown,cellular,aug,tue,505,1,4,3,success,-2.9,92.201,-31.4,0.884,5076.2,yes
65,retired,married,basic.4y,no,yes,yes,cellular,oct,wed,190,1,3,3,success,-1.1,94.601,-49.5,0.985,4963.6,yes
40,services,single,high.school,unknown,no,no,cellular,nov,fri,8,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
52,technician,married,high.school,no,no,no,telephone,jun,wed,241,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
56,retired,married,basic.4y,no,yes,no,telephone,jun,mon,772,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
53,technician,married,professional.course,unknown,yes,no,telephone,jun,thu,939,6,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
55,blue-collar,married,professional.course,unknown,yes,yes,telephone,jun,mon,354,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
41,management,single,high.school,no,yes,no,telephone,may,fri,324,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
53,management,married,basic.9y,unknown,yes,yes,cellular,jul,fri,1041,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
49,technician,married,professional.course,unknown,no,no,cellular,aug,tue,162,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
53,unknown,married,professional.course,no,no,no,cellular,jun,thu,217,2,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,no
39,entrepreneur,married,university.degree,no,no,no,cellular,nov,thu,279,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
25,student,single,high.school,no,yes,no,cellular,may,mon,59,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,201,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
33,management,single,university.degree,no,yes,yes,telephone,may,tue,160,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
64,technician,married,professional.course,no,yes,no,cellular,apr,wed,250,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
39,admin.,married,university.degree,no,yes,no,cellular,aug,mon,57,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,129,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
45,self-employed,married,university.degree,unknown,no,no,telephone,jun,thu,108,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
26,admin.,single,university.degree,no,yes,no,telephone,sep,wed,9,1,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,no
42,admin.,single,high.school,no,no,no,telephone,may,tue,65,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30,admin.,married,university.degree,no,no,no,cellular,apr,thu,104,6,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
53,management,married,unknown,no,yes,yes,cellular,jul,mon,88,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
59,management,married,basic.4y,no,yes,no,cellular,jul,fri,351,3,999,0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,yes
41,unknown,single,basic.6y,unknown,no,yes,telephone,jun,mon,125,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
33,admin.,single,high.school,no,yes,no,cellular,may,tue,135,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
35,admin.,single,high.school,no,yes,no,telephone,may,fri,541,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,72,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
48,management,divorced,university.degree,unknown,no,no,cellular,may,thu,86,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
42,self-employed,married,basic.6y,no,yes,yes,telephone,may,thu,195,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
39,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon,405,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
55,retired,married,university.degree,unknown,yes,no,telephone,jun,thu,1012,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
23,management,single,university.degree,no,yes,no,cellular,jul,tue,314,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
44,admin.,married,university.degree,no,yes,no,cellular,may,tue,201,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
31,technician,married,professional.course,no,no,no,cellular,aug,fri,63,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
23,technician,married,professional.course,no,yes,yes,cellular,oct,thu,408,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no
34,technician,married,high.school,no,no,no,cellular,jul,thu,481,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,self-employed,married,university.degree,no,no,no,cellular,jul,mon,299,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,admin.,single,high.school,no,no,yes,cellular,jul,fri,287,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
29,student,single,professional.course,no,yes,yes,cellular,nov,thu,123,1,7,1,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
31,management,single,university.degree,no,yes,no,cellular,nov,thu,140,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
59,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,wed,111,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
43,admin.,married,high.school,no,yes,no,cellular,aug,mon,210,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,services,married,high.school,unknown,yes,no,telephone,jun,thu,67,12,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
51,services,married,high.school,no,no,yes,telephone,jun,mon,267,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
52,management,divorced,university.degree,no,no,no,telephone,jun,wed,208,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
42,services,single,basic.6y,no,yes,yes,cellular,may,wed,11,8,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
51,admin.,married,high.school,unknown,no,no,telephone,may,tue,280,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
35,technician,divorced,professional.course,no,no,no,cellular,jun,wed,66,1,13,2,failure,-1.7,94.055,-39.8,0.7390000000000001,4991.6,no
43,blue-collar,married,basic.6y,no,no,no,cellular,may,tue,150,7,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
43,admin.,married,university.degree,no,no,no,telephone,may,fri,129,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
44,admin.,single,high.school,no,yes,no,cellular,apr,thu,804,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
28,self-employed,married,university.degree,no,yes,no,cellular,jul,wed,229,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
23,blue-collar,single,high.school,no,no,no,cellular,jul,thu,228,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
34,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,728,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
45,admin.,married,high.school,no,yes,no,cellular,apr,mon,185,3,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
39,admin.,married,university.degree,no,no,no,cellular,jun,mon,165,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
29,blue-collar,single,basic.6y,no,yes,no,telephone,jul,tue,151,1,999,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,no
40,technician,married,high.school,no,yes,no,cellular,aug,mon,69,2,999,2,failure,-2.9,92.201,-31.4,0.821,5076.2,no
37,entrepreneur,married,basic.6y,no,yes,no,cellular,jun,mon,377,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
31,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,732,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
37,admin.,married,university.degree,unknown,no,no,cellular,jul,mon,332,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,140,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
36,blue-collar,single,basic.6y,no,yes,no,telephone,jun,tue,214,8,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
53,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,659,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
51,admin.,married,high.school,no,yes,no,cellular,nov,fri,9,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
25,admin.,single,university.degree,no,no,yes,telephone,apr,thu,71,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
38,technician,married,high.school,no,no,no,telephone,jun,mon,479,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
46,admin.,married,high.school,no,no,no,cellular,aug,thu,16,17,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
53,management,divorced,university.degree,no,unknown,unknown,telephone,jun,wed,636,12,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
40,admin.,divorced,high.school,no,yes,no,cellular,may,fri,164,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
50,admin.,married,high.school,no,no,yes,telephone,may,wed,49,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,jul,wed,104,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,management,married,university.degree,no,no,no,cellular,aug,wed,113,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,199,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
40,technician,divorced,professional.course,no,no,no,cellular,jul,tue,122,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
46,admin.,married,university.degree,no,yes,no,cellular,nov,fri,70,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
34,technician,married,high.school,no,no,no,cellular,aug,tue,76,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
35,technician,married,professional.course,no,yes,no,cellular,may,thu,16,6,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
57,retired,married,professional.course,unknown,no,no,cellular,aug,wed,80,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
28,blue-collar,married,basic.6y,no,no,no,telephone,jul,tue,36,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
36,services,divorced,university.degree,no,no,no,telephone,may,fri,208,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
42,technician,divorced,professional.course,no,yes,no,cellular,apr,tue,157,1,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,no
45,admin.,married,basic.9y,unknown,yes,no,telephone,may,tue,109,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
36,services,married,high.school,unknown,yes,yes,telephone,jun,wed,57,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
42,blue-collar,divorced,basic.9y,no,no,no,telephone,may,thu,159,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
