LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtUnfSF,TotalBsmtSF,Ce0tralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,YrSold,SalePrice,SalePriceK,Sold_HigherThan_Median
74,5868,5,7,1956,2000,448,936,1,936,0,0,936,1,0,1,0,2,1,4,0,1956,1,308,1,0,0,80,0,160,0,2010,129000,129,Less than median
78,9317,6,5,2006,2006,1290,1314,1,1314,0,0,1314,0,0,2,0,3,1,6,1,2006,2,440,1,0,22,0,0,0,0,2007,176432,176.43,More than median
60,6882,6,7,1914,2006,684,684,1,773,582,0,1355,0,0,1,1,3,1,7,0,0,0,0,1,136,0,115,0,0,0,2007,127000,127,Less than median
-1,3696,8,5,1986,1986,1074,1074,1,1088,0,0,1088,0,0,1,1,2,1,5,0,1987,2,461,1,0,74,137,0,0,0,2007,170000,170,More than median
50,6000,4,6,1936,1950,0,672,1,757,567,0,1324,0,0,1,0,3,1,6,0,1936,1,240,1,0,0,0,0,0,0,2009,128000,128,Less than median
82,11880,7,5,1978,1978,567,1271,1,1601,0,0,1601,0,0,2,0,3,1,7,1,1978,2,478,1,0,0,0,0,0,0,2009,157000,157,Less than median
60,8400,2,5,1920,1950,0,290,0,438,0,0,438,0,0,1,0,1,1,3,0,1930,1,246,0,0,0,0,0,0,0,2009,60000,60,Less than median
61,9758,5,5,1971,1971,251,950,1,950,0,0,950,0,0,1,0,3,1,5,0,1981,1,280,1,0,0,0,0,0,0,2007,119500,119.5,Less than median
70,7000,5,7,1960,2002,422,1010,1,1134,0,0,1134,0,0,1,0,2,1,6,0,1960,1,254,1,0,16,0,0,0,0,2007,135000,135,Less than median
79,8910,6,6,1959,1959,0,655,1,1194,0,0,1194,0,1,1,0,3,1,6,1,1954,2,539,1,0,0,192,0,0,0,2006,159500,159.5,Less than median
24,2016,5,5,1970,1970,630,630,1,630,672,0,1302,0,0,2,1,3,1,6,0,1970,2,440,1,0,0,0,0,0,0,2007,106000,106,Less than median
98,12256,8,5,1994,1995,431,1463,1,1500,1122,0,2622,1,0,2,1,3,1,9,2,1994,2,712,1,186,32,0,0,0,0,2010,325000,325,More than median
114,10357,7,5,1990,1991,172,910,1,1442,0,0,1442,1,0,2,0,3,1,6,1,1990,2,719,1,0,244,0,0,0,0,2007,179900,179.9,More than median
168,23257,7,5,2006,2006,868,868,1,887,1134,0,2021,0,0,2,1,3,1,9,1,2006,2,422,1,0,100,0,0,0,0,2006,274725,274.73,More than median
-1,8063,6,5,2000,2000,924,924,1,948,742,0,1690,0,0,2,1,3,1,7,1,2000,2,463,1,100,48,0,0,0,0,2007,181000,181,More than median
107,11362,8,5,2004,2005,797,1836,1,1836,0,0,1836,1,0,2,0,3,1,7,1,2004,3,862,1,125,185,0,0,0,0,2009,280000,280,More than median
-1,8000,6,5,1995,1996,554,773,1,773,885,0,1658,1,0,2,1,3,1,8,1,1995,2,431,1,224,84,0,0,0,0,2008,188000,188,More than median
80,10480,7,6,1976,1976,400,803,1,1098,866,0,1964,0,0,2,1,4,1,8,1,1976,2,483,1,0,69,0,0,0,0,2008,205000,205,More than median
73,7100,5,7,1957,1957,108,816,1,816,0,0,816,1,0,1,0,2,1,5,0,1957,1,308,1,0,0,0,0,0,0,2006,129900,129.9,Less than median
66,8923,5,7,1953,2006,365,1008,1,1008,0,0,1008,1,0,1,0,2,1,6,0,1953,1,240,1,0,18,0,0,0,0,2007,134500,134.5,Less than median
90,5400,5,7,1954,2000,418,833,1,833,0,0,833,0,0,1,0,2,1,4,0,1955,1,326,1,0,0,0,0,0,0,2006,117000,117,Less than median
93,12085,8,5,2007,2007,730,1734,1,1734,0,0,1734,1,0,2,0,3,1,7,1,2007,3,928,1,0,0,0,0,0,0,2007,318000,318,More than median
-1,7750,8,5,2002,2002,55,408,1,779,640,0,1419,1,0,2,1,3,1,7,1,2002,2,527,1,120,0,0,0,0,0,2009,184100,184.1,More than median
57,9764,5,7,1967,2003,192,894,1,894,0,0,894,1,0,1,0,3,1,5,0,1967,2,450,1,0,0,0,0,0,0,2008,130000,130,Less than median
85,13825,5,6,1958,1987,533,533,1,1021,580,0,1601,0,1,1,0,3,1,6,0,1958,1,300,1,280,34,0,0,0,0,2008,140000,140,Less than median
70,7560,5,5,1959,1959,671,1040,1,1040,0,0,1040,0,0,1,0,3,1,6,0,1959,1,286,1,140,0,252,0,0,0,2006,133700,133.7,Less than median
59,8263,6,5,1920,1950,1012,1012,1,1012,0,0,1012,0,0,1,0,2,1,6,1,1920,1,308,1,0,22,112,0,0,0,2007,118400,118.4,Less than median
84,10084,7,5,2005,2006,1528,1552,1,1552,0,0,1552,0,0,2,0,3,1,7,0,2005,3,782,1,144,20,0,0,0,0,2006,212900,212.9,More than median
-1,8926,4,3,1956,1956,672,672,1,960,0,0,960,0,0,1,0,3,1,5,0,1956,1,288,1,64,0,0,0,160,0,2009,112000,112,Less than median
50,9405,5,9,1947,2008,698,698,1,698,0,0,698,0,1,1,0,2,1,4,0,0,0,0,1,0,200,0,0,0,0,2009,118000,118,Less than median
-1,9125,7,5,1992,1992,384,384,1,812,670,0,1482,0,0,2,1,3,1,7,1,1992,2,392,1,100,25,0,0,0,0,2007,163900,163.9,More than median
60,10434,4,5,1955,1955,1005,1005,1,1005,0,0,1005,0,0,1,0,2,1,5,1,1977,2,672,1,0,0,0,0,0,0,2009,115000,115,Less than median
53,3684,7,5,2007,2007,1373,1373,1,1555,0,0,1555,0,0,2,0,2,1,7,1,2007,3,660,1,143,20,0,0,0,0,2009,174000,174,More than median
182,14572,7,5,2004,2004,230,1530,1,1530,0,0,1530,1,0,2,0,3,1,7,1,2004,3,630,1,144,36,0,0,0,0,2007,259000,259,More than median
59,11796,7,5,2004,2005,847,847,1,847,1112,0,1959,0,0,2,1,4,1,8,1,2004,2,434,1,100,48,0,0,0,0,2007,215000,215,More than median
60,7200,5,5,1980,1980,0,936,1,936,0,0,936,1,0,1,0,2,1,4,0,1980,2,672,1,49,0,0,0,0,0,2007,140000,140,Less than median
65,7804,4,3,1928,1950,500,1122,1,1328,653,0,1981,1,0,2,0,4,1,7,2,1981,2,576,1,431,44,0,0,0,0,2009,135000,135,Less than median
63,10712,5,5,1991,1992,762,974,1,974,0,0,974,0,0,1,0,3,1,5,0,0,0,0,1,0,28,0,0,0,0,2007,93500,93.5,Less than median
90,9900,6,4,1880,1950,1008,1008,1,1178,1032,0,2210,0,0,2,0,5,1,8,0,1930,1,205,0,0,48,0,0,0,0,2007,117500,117.5,Less than median
80,9828,8,5,1995,1995,544,1128,1,1142,878,0,2020,0,0,2,1,3,1,8,1,1995,2,466,1,0,155,0,0,0,0,2009,239500,239.5,More than median
57,8773,6,5,1997,1997,916,916,1,916,684,0,1600,0,0,2,1,3,1,7,1,1997,2,460,1,100,38,0,0,0,0,2007,169000,169,More than median
60,6180,6,5,1926,1950,960,960,0,986,0,0,986,0,0,1,0,2,1,5,1,1926,1,180,1,0,128,0,0,0,0,2007,102000,102,Less than median
80,9600,6,5,1950,1950,752,1032,1,1032,220,0,1252,0,0,1,0,3,1,6,0,1950,1,288,1,0,0,96,0,0,0,2008,119000,119,Less than median
54,6342,5,8,1875,1996,780,780,0,780,240,0,1020,0,0,1,0,2,1,6,0,0,0,0,0,0,0,176,0,0,0,2010,94000,94,Less than median
-1,9819,6,5,1977,1977,0,1567,1,1567,0,0,1567,1,0,2,0,2,1,5,2,1977,2,714,1,264,32,0,0,0,0,2009,196000,196,More than median
98,8731,5,5,1920,1950,270,915,1,1167,0,0,1167,0,0,1,0,3,1,6,1,1972,2,495,1,0,0,216,0,126,0,2007,144000,144,Less than median
60,7350,5,7,1951,1951,100,952,1,952,0,0,952,1,0,1,0,2,1,4,0,1988,2,840,1,0,0,0,0,0,0,2008,139000,139,Less than median
-1,10304,5,7,1976,1976,399,780,1,1088,780,0,1868,1,0,2,1,4,1,9,1,1976,2,484,1,448,96,0,0,0,0,2009,197500,197.5,More than median
77,9965,8,5,2006,2007,316,1466,1,1466,1362,0,2828,1,0,3,0,4,1,11,1,2006,3,1052,1,125,144,0,0,0,0,2007,424870,424.87,More than median
-1,9000,5,3,1959,1959,718,1006,1,1006,0,0,1006,0,0,1,0,3,1,5,0,0,0,0,1,0,24,0,0,0,0,2008,80000,80,Less than median
60,12180,4,4,1941,1950,324,672,0,672,252,0,924,1,0,1,0,2,1,5,0,1941,1,280,1,0,0,0,0,0,0,2010,80000,80,Less than median
52,6240,5,6,1928,1950,1042,1042,1,1042,534,0,1576,0,0,1,0,3,1,8,1,1928,1,225,1,0,0,0,0,0,0,2006,149000,149,Less than median
-1,11200,6,5,1985,1985,40,1298,1,1298,0,0,1298,1,0,2,0,3,1,5,1,1985,2,403,1,165,26,0,0,0,0,2006,180000,180,More than median
75,12000,7,7,1941,1950,429,704,1,860,704,0,1564,0,0,1,1,3,1,7,1,1941,1,234,1,0,0,0,0,0,0,2009,174500,174.5,More than median
-1,5700,7,7,1926,1950,572,572,1,572,539,0,1111,0,0,1,0,2,1,5,1,1982,1,288,1,0,0,176,0,0,0,2008,116900,116.9,Less than median
50,9000,7,9,1920,1988,26,650,1,832,650,0,1482,0,1,1,0,3,1,7,0,1930,2,324,1,0,0,0,0,0,0,2009,143000,143,Less than median
57,8280,6,5,1950,1950,932,932,1,932,0,0,932,0,0,1,0,2,1,4,1,1950,1,306,1,0,0,214,0,0,0,2007,124000,124,Less than median
134,17755,5,4,1959,1959,1290,1466,1,1466,0,0,1466,0,0,1,1,3,1,6,2,1959,2,528,1,0,140,0,0,100,0,2006,149900,149.9,Less than median
90,14115,6,7,1956,2004,230,1073,1,1811,0,0,1811,0,0,1,0,2,1,6,1,1956,2,470,1,0,0,280,0,0,0,2006,230000,230,More than median
-1,5890,6,8,1930,2007,278,816,1,816,0,0,816,0,0,1,0,2,1,5,0,2002,1,432,1,0,0,96,0,0,0,2008,120500,120.5,Less than median
-1,13700,7,6,1965,1988,410,864,1,902,918,0,1820,0,0,1,2,4,1,8,2,1965,2,492,1,60,84,0,0,273,0,2008,201800,201.8,More than median
90,10768,5,8,1976,2004,280,1437,1,1437,0,0,1437,1,0,2,0,3,1,6,1,1976,2,528,1,0,21,0,0,180,0,2007,218000,218,More than median
85,9350,5,8,1965,1999,586,1219,1,1265,0,0,1265,0,1,2,0,3,1,6,1,1965,2,502,1,0,92,0,96,0,0,2008,179900,179.9,More than median
34,5001,7,5,2007,2008,410,1314,1,1314,0,0,1314,1,0,2,0,2,1,6,1,2008,2,626,1,172,62,0,0,0,0,2009,230000,230,More than median
92,11932,8,5,2007,2008,1580,1580,1,1580,0,0,1580,0,0,2,0,3,1,7,0,2008,3,830,1,0,24,0,0,0,0,2008,235128,235.13,More than median
76,9120,6,6,1974,1974,459,901,1,943,933,0,1876,0,0,2,1,4,1,8,1,1974,2,540,1,0,69,0,0,0,0,2008,185000,185,More than median
24,2280,6,5,1978,1978,544,855,1,855,601,0,1456,0,0,2,1,3,1,7,1,1978,2,440,1,26,0,0,0,0,0,2010,146000,146,Less than median
-1,14778,6,7,1954,2006,568,1296,1,1640,0,0,1640,1,0,1,0,3,1,7,1,1993,2,924,1,108,0,0,216,0,0,2008,224000,224,More than median
109,8724,5,5,1968,1968,402,894,1,894,0,0,894,0,0,1,0,3,1,5,1,1968,2,450,1,0,0,0,0,0,0,2007,129000,129,Less than median
60,12900,4,4,1969,1969,0,1198,1,1258,0,0,1258,2,0,0,2,0,2,6,0,1969,2,400,1,120,0,0,0,0,0,2008,108959,108.96,Less than median
-1,16157,5,7,1978,1978,289,1360,1,1432,0,0,1432,1,0,1,1,2,1,5,1,1978,2,588,1,168,180,0,0,0,0,2007,194000,194,More than median
79,9541,7,5,2009,2009,1502,1502,1,1502,0,0,1502,0,0,2,0,3,1,7,0,2009,2,644,1,0,114,0,0,0,0,2009,233170,233.17,More than median
64,10475,8,5,2008,2008,1694,1694,1,1694,0,0,1694,0,0,2,0,3,1,7,0,2008,3,776,1,160,33,0,0,0,0,2010,245350,245.35,More than median
58,10852,6,5,2000,2000,173,959,1,959,712,0,1671,1,0,2,1,3,1,7,1,2000,2,472,1,0,38,0,0,0,0,2006,173000,173,More than median
120,13728,6,7,1935,1986,501,1127,1,1236,872,0,2108,0,0,2,0,4,1,7,2,1935,2,540,1,0,0,0,0,90,0,2008,235000,235,More than median
118,35760,10,5,1995,1996,543,1930,1,1831,1796,0,3627,1,0,3,1,4,1,10,1,1995,3,807,1,361,76,0,0,0,0,2006,625000,625,More than median
76,9880,6,6,1977,1977,574,1096,1,1118,0,0,1118,1,0,1,0,3,1,6,1,1977,1,358,1,203,0,0,0,0,576,2008,171000,171,More than median
76,9120,6,6,1958,1958,599,1261,1,1261,0,0,1261,1,0,1,0,3,1,6,1,1958,2,433,1,0,0,0,0,288,0,2008,163000,163,Less than median
35,4017,7,5,2006,2007,625,625,1,625,625,0,1250,0,0,2,1,2,1,5,0,2006,2,625,1,0,54,0,0,0,0,2008,171900,171.9,More than median
138,18030,5,6,1946,1994,977,1598,1,1636,971,479,3086,0,0,3,0,3,1,12,1,0,0,0,1,122,0,0,0,0,0,2007,200500,200.5,More than median
80,16560,6,8,1932,1950,449,952,1,1170,1175,0,2345,0,0,2,1,4,1,9,1,1932,2,360,1,0,0,0,0,0,0,2006,239000,239,More than median
85,10678,8,5,1992,2000,983,1683,1,2129,743,0,2872,0,0,2,1,4,1,9,1,1992,2,541,1,0,33,0,0,0,0,2007,285000,285,More than median
37,6951,5,5,1984,1985,218,876,1,923,0,0,923,1,0,1,0,3,1,5,0,1984,1,264,1,362,0,0,0,0,0,2008,119500,119.5,Less than median
-1,3950,6,8,1926,2004,350,818,1,818,406,0,1224,0,0,1,0,3,1,5,0,1926,1,210,0,0,0,116,0,0,0,2009,115000,115,Less than median
54,7681,5,6,1921,1950,731,731,1,820,523,0,1343,0,0,1,1,3,1,7,1,1921,1,186,1,192,0,102,0,0,0,2009,154900,154.9,Less than median
77,8335,5,5,1954,1954,0,0,1,1124,0,0,1124,0,0,1,0,3,1,5,1,0,0,0,0,0,36,190,0,0,0,2006,93000,93,Less than median
-1,11170,7,5,1990,1991,0,1216,1,1298,1216,0,2514,0,0,2,1,4,1,8,0,1990,2,693,1,0,0,0,0,0,0,2006,250000,250,More than median
64,5587,8,5,2008,2008,120,1600,1,1652,0,0,1652,1,1,2,0,2,1,5,1,2008,2,482,1,162,53,0,153,0,0,2008,392500,392.5,More than median
160,15623,10,5,1996,1996,300,2396,1,2411,2065,0,4476,1,0,3,1,4,1,10,2,1996,3,813,1,171,78,0,0,0,555,2007,745000,745,More than median
60,10800,5,6,1920,1950,299,1120,1,1130,0,0,1130,1,0,1,0,2,1,5,1,1970,2,720,1,229,0,0,0,0,0,2006,120000,120,Less than median
50,35133,5,4,1963,1963,413,1572,1,1572,0,0,1572,1,0,1,1,3,1,5,2,1963,3,995,1,0,263,0,0,263,0,2007,186700,186.7,More than median
60,9738,5,7,1924,1950,392,784,1,949,272,0,1221,1,0,1,0,4,1,7,0,1965,1,392,1,0,0,236,0,0,0,2006,104900,104.9,Less than median
107,10615,3,5,1900,1970,538,978,1,1014,685,0,1699,1,0,2,0,3,2,7,0,1920,2,420,1,0,74,0,0,0,0,2009,95000,95,Less than median
89,12461,8,5,1994,1995,168,1624,1,1624,0,0,1624,1,0,2,0,2,1,5,1,1994,3,757,1,0,114,192,0,0,0,2006,262000,262,More than median
68,8935,7,5,2002,2002,831,831,1,831,829,0,1660,0,0,2,1,3,1,7,0,2002,2,493,1,144,68,0,0,0,0,2009,195000,195,More than median
60,7500,7,5,1999,1999,994,994,1,1028,776,0,1804,0,0,2,1,3,1,7,1,1999,2,442,1,140,60,0,0,0,0,2010,189000,189,More than median
-1,32463,4,4,1961,1975,90,1249,1,1622,0,0,1622,1,0,1,0,3,1,7,1,1975,4,1356,1,439,0,0,0,0,0,2007,168000,168,More than median
24,2645,8,5,1999,2000,776,776,1,764,677,0,1441,0,0,2,1,2,1,5,0,1999,2,492,1,206,0,0,0,0,0,2007,174000,174,More than median
60,9600,5,8,1925,1994,702,702,1,842,630,0,1472,0,0,1,0,3,1,6,0,1925,1,250,1,0,0,84,0,0,0,2007,125000,125,Less than median
-1,4500,6,5,1999,1999,341,1224,1,1224,0,0,1224,1,0,2,0,2,1,5,0,1999,2,402,1,0,304,0,0,0,0,2009,165000,165,More than median
80,9364,6,7,1969,1969,292,663,1,663,689,0,1352,0,0,1,1,4,1,7,0,1969,1,299,1,379,36,0,0,0,0,2010,158000,158,Less than median
51,8029,6,5,2005,2005,728,728,1,728,728,0,1456,0,0,2,1,3,1,8,0,2005,2,400,1,100,24,0,0,0,0,2008,176000,176,More than median
58,14054,7,5,2006,2006,879,879,1,879,984,0,1863,0,0,2,1,4,1,9,1,2006,3,660,1,100,17,0,0,0,0,2006,219210,219.21,More than median
65,8850,7,6,1916,1950,815,815,1,815,875,0,1690,0,0,1,0,3,1,7,1,1916,1,225,1,0,0,330,0,0,0,2006,144000,144,Less than median
70,9100,7,5,2001,2001,1212,1212,1,1212,0,0,1212,0,0,2,0,3,1,6,0,2001,2,573,1,356,0,0,0,0,0,2009,178000,178,More than median
75,11235,4,5,1963,1979,504,1051,1,1382,0,0,1382,0,0,1,1,3,1,6,1,1974,2,459,1,0,82,0,0,0,0,2006,148000,148,Less than median
71,9353,4,5,1970,1970,864,864,1,864,0,0,864,0,0,1,0,3,1,5,0,1972,1,280,1,0,0,0,0,0,0,2006,116050,116.05,Less than median
80,10400,7,5,1998,1998,866,866,1,866,913,0,1779,0,0,2,1,3,1,6,0,1998,2,546,1,198,36,0,0,0,0,2009,197900,197.9,More than median
50,6000,5,8,1925,1997,884,884,1,884,464,0,1348,1,0,1,0,3,1,5,1,1960,1,216,0,0,0,208,0,0,0,2009,117000,117,Less than median
75,9750,7,5,2000,2001,1630,1630,1,1630,0,0,1630,0,0,2,0,3,1,6,1,2000,2,451,1,74,234,0,0,0,0,2009,213000,213,More than median
78,10140,5,6,1975,1975,268,1056,1,1074,0,0,1074,1,0,1,1,3,1,6,0,1975,2,495,1,0,88,0,0,0,0,2006,153500,153.5,Less than median
90,14684,7,7,1990,1991,1496,2158,1,2196,0,0,2196,0,0,2,0,3,1,7,1,1990,3,701,1,84,70,0,0,0,0,2009,271900,271.9,More than median
-1,8900,4,4,1966,1966,0,1056,1,1056,0,0,1056,1,0,1,0,2,1,5,0,1966,1,384,1,0,42,0,0,0,0,2006,107000,107,Less than median
70,9135,6,5,2003,2003,1342,1682,1,1700,0,0,1700,1,0,2,0,3,1,7,0,2003,2,544,1,192,23,0,0,0,0,2006,200000,200,More than median
70,7763,5,7,1962,1980,319,931,1,1283,0,0,1283,1,0,1,0,3,1,6,0,1980,2,506,1,0,0,0,0,0,0,2008,140000,140,Less than median
85,10182,8,5,2006,2006,440,1660,1,1660,0,0,1660,1,0,2,0,3,1,8,1,2006,2,500,1,322,50,0,0,0,0,2006,290000,290,More than median
70,11218,6,5,1992,1992,1055,1055,1,1055,790,0,1845,0,0,2,1,3,1,8,1,1992,2,462,1,635,104,0,0,0,0,2010,189000,189,More than median
152,12134,8,7,1988,2005,132,559,1,1080,672,0,1752,0,0,2,0,4,1,8,0,1988,2,492,1,325,12,0,0,0,0,2010,164000,164,More than median
50,9340,4,6,1941,1950,328,672,1,672,0,0,672,1,0,1,0,2,1,4,0,1941,1,234,0,0,113,0,0,0,0,2009,113000,113,Less than median
-1,10246,4,9,1965,2001,0,648,1,960,0,0,960,1,1,0,0,0,1,3,0,1965,1,364,1,88,0,0,0,0,0,2006,145000,145,Less than median
69,10205,5,5,1962,1962,141,925,1,999,0,0,999,1,0,1,0,3,1,6,0,1962,1,300,1,150,72,0,0,0,0,2006,134500,134.5,Less than median
99,7094,5,5,1966,1966,340,894,1,894,0,0,894,0,0,1,0,3,1,5,0,1966,1,384,1,0,0,0,0,0,0,2007,125000,125,Less than median
68,8930,6,5,1978,1978,0,0,1,1318,584,0,1902,0,0,2,0,4,2,8,0,1978,2,539,1,0,0,0,0,0,0,2010,112000,112,Less than median
72,8640,8,5,2009,2009,364,1300,1,1314,0,0,1314,1,0,2,0,3,1,6,0,2009,2,552,1,135,112,0,0,0,0,2009,229456,229.46,More than median
52,6240,4,5,1947,1950,0,0,0,672,240,0,912,0,0,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2006,80500,80.5,Less than median
21,1680,6,5,1971,1971,672,672,1,672,546,0,1218,0,0,1,1,3,1,7,0,0,0,0,0,201,0,0,0,0,0,2006,91500,91.5,Less than median
66,7800,5,5,1964,1964,0,912,1,912,0,0,912,0,0,1,0,2,1,5,0,1964,1,288,1,0,0,0,0,0,0,2006,115000,115,Less than median
55,8250,5,5,1968,1968,210,952,1,1211,0,0,1211,0,0,1,0,3,1,5,1,1968,1,322,1,0,63,0,0,0,0,2008,134000,134,Less than median
78,10496,6,6,1949,1950,844,1040,1,1168,678,0,1846,0,0,2,0,3,1,7,1,1949,1,315,1,0,0,0,0,0,0,2007,143000,143,Less than median
89,10680,5,3,1951,1951,1380,2136,0,2136,0,0,2136,0,0,2,0,4,1,7,0,1951,2,528,1,0,30,0,0,0,0,2006,137900,137.9,Less than median
60,15384,7,5,2004,2005,64,788,1,788,702,0,1490,1,0,2,1,3,1,8,1,2004,2,388,1,100,75,0,0,0,0,2008,184000,184,More than median
65,10482,6,8,1958,1958,81,588,1,1138,0,0,1138,0,1,1,0,3,1,6,0,1958,1,264,1,224,0,0,0,0,0,2007,145000,145,Less than median
86,14598,6,5,2007,2007,894,894,1,894,1039,0,1933,0,0,2,1,4,1,9,1,2007,3,668,1,100,18,0,0,0,0,2008,214000,214,More than median
72,8872,5,8,1965,2008,317,912,1,912,0,0,912,1,0,1,0,2,1,5,0,1992,2,576,1,0,240,0,0,0,0,2008,147000,147,Less than median
65,8769,9,5,2008,2008,162,1702,1,1702,0,0,1702,1,0,1,1,1,1,7,1,2008,3,1052,1,0,72,0,0,224,0,2008,367294,367.29,More than median
70,7910,5,5,1960,1960,409,1075,1,1507,0,0,1507,0,0,2,0,4,1,7,0,1960,1,404,1,0,0,0,0,0,0,2008,127000,127,Less than median
-1,18890,5,5,1977,1977,652,1361,1,1361,1259,0,2620,0,0,2,2,4,2,12,1,1977,2,600,0,155,24,145,0,0,0,2007,190000,190,More than median
70,7728,5,6,1962,1962,303,1106,1,1190,0,0,1190,1,0,1,0,3,1,6,0,1962,2,540,1,0,18,0,0,0,0,2006,132500,132.5,Less than median
70,9842,4,5,1962,1962,0,0,1,1224,0,0,1224,0,0,2,0,2,2,6,0,1962,2,462,1,0,0,0,0,0,0,2007,101800,101.8,Less than median
-1,12160,5,5,1959,1959,188,1188,1,1188,0,0,1188,1,0,1,0,3,1,6,0,1959,2,531,1,0,0,0,0,0,0,2010,142000,142,Less than median
55,8525,5,6,1911,1950,940,940,0,1024,940,0,1964,0,0,1,1,4,1,7,0,0,0,0,0,0,192,0,0,0,0,2008,130000,130,Less than median
96,13132,5,5,1914,1950,747,747,1,892,892,0,1784,0,0,1,1,4,1,9,0,1914,1,180,0,203,40,0,0,0,0,2006,138887,138.89,Less than median
36,2628,7,5,2003,2003,764,764,1,764,862,0,1626,0,0,2,1,2,1,6,0,2003,2,474,1,0,27,0,0,0,0,2010,175500,175.5,More than median
41,12393,7,5,2004,2005,847,847,1,847,1101,0,1948,0,0,2,1,4,1,8,1,2004,2,434,1,100,48,0,0,0,0,2006,195000,195,More than median
63,13072,6,5,2005,2005,1141,1141,1,1141,0,0,1141,0,0,1,1,3,1,6,0,2005,2,484,1,0,0,0,0,0,0,2006,142500,142.5,Less than median
64,9037,8,5,2006,2006,1048,1476,1,1484,0,0,1484,0,0,2,0,2,1,6,1,2006,2,472,1,120,33,0,0,0,0,2007,265900,265.9,More than median
65,8158,7,5,2003,2003,334,884,1,884,884,0,1768,1,0,2,1,3,1,8,0,2003,2,543,1,0,63,0,0,0,0,2008,224900,224.9,More than median
83,9849,7,6,2007,2007,1689,1689,1,1689,0,0,1689,0,0,2,0,3,1,7,0,2007,3,954,1,0,56,0,0,0,0,2007,248328,248.33,More than median
85,10625,7,6,1974,1974,0,1053,1,1173,0,0,1173,1,0,2,0,3,1,6,2,1974,2,528,1,0,120,0,0,0,0,2010,170000,170,More than median
107,13891,10,5,2006,2006,690,2076,1,2076,0,0,2076,1,0,2,1,2,1,7,1,2006,3,850,1,216,229,0,0,0,0,2006,465000,465,More than median
-1,11435,8,7,1929,1950,792,792,1,792,725,0,1517,0,0,1,0,3,1,7,2,1931,2,400,1,0,0,0,0,0,0,2006,230000,230,More than median
78,12090,6,7,1984,2003,585,585,1,1140,728,0,1868,0,0,3,1,3,1,7,1,1984,2,477,1,268,112,0,0,147,0,2007,178000,178,More than median
65,8125,7,5,2005,2006,756,756,1,756,797,0,1553,0,0,2,1,3,1,6,0,2005,2,615,1,0,45,0,0,0,0,2006,186500,186.5,More than median
-1,12328,6,5,1976,1976,473,1012,1,1034,0,0,1034,1,0,1,0,3,1,6,0,1976,3,888,1,0,0,0,0,0,0,2010,169900,169.9,More than median
60,9600,6,5,1917,1950,416,735,0,1134,924,0,2058,0,0,1,1,3,1,8,1,1950,2,396,1,0,0,259,0,0,0,2008,129500,129.5,Less than median
60,7200,5,7,1950,1950,246,876,1,988,0,0,988,0,0,1,0,3,1,6,0,1950,1,276,1,0,80,0,0,0,0,2007,119000,119,Less than median
93,11160,7,5,1968,1968,1045,2110,1,2110,0,0,2110,1,0,2,1,3,1,8,2,1968,2,522,1,0,0,0,0,0,0,2010,244000,244,More than median
-1,3136,7,5,2003,2003,1405,1405,1,1405,0,0,1405,0,0,2,0,2,1,6,1,2003,2,478,1,148,36,0,0,0,0,2006,171750,171.75,More than median
62,9858,5,6,1968,1968,354,864,1,874,0,0,874,1,0,1,0,3,1,5,0,1968,1,288,1,33,0,0,0,0,0,2009,130000,130,Less than median
-1,17542,7,7,1974,2003,36,1192,1,1516,651,0,2167,1,0,2,1,3,1,9,2,1974,2,518,1,220,47,0,0,0,0,2007,294000,294,More than median
60,6931,7,5,2003,2004,746,746,1,760,896,0,1656,0,0,2,1,3,1,7,1,2003,2,397,1,178,128,0,0,0,0,2008,165400,165.4,More than median
52,6240,6,6,1931,1950,459,884,1,959,408,0,1367,0,0,1,0,3,1,6,1,1978,1,560,1,0,0,0,0,120,0,2007,127500,127.5,Less than median
91,14303,8,5,1994,1994,672,1986,1,1987,0,0,1987,1,0,2,0,2,1,7,1,1994,2,691,1,262,36,0,0,0,0,2008,301500,301.5,More than median
56,4060,5,8,1922,1950,864,864,1,864,0,0,864,0,0,1,0,2,1,4,0,0,0,0,1,0,96,0,0,0,0,2009,99900,99.9,Less than median
59,9587,7,5,2005,2005,201,856,1,1166,0,0,1166,1,0,2,0,2,1,5,0,2005,2,400,1,212,0,0,0,0,0,2008,190000,190,More than median
65,9750,6,8,1969,1969,14,1054,1,1054,0,0,1054,1,0,1,1,3,1,6,0,1969,2,460,1,180,0,0,0,80,0,2008,151000,151,Less than median
-1,24682,6,5,1999,1999,841,841,1,892,783,0,1675,0,0,2,1,3,1,7,1,1999,2,502,1,0,103,0,0,0,0,2009,181000,181,More than median
80,9600,5,6,1956,1956,546,1050,1,1050,0,0,1050,0,0,1,0,2,1,5,0,1956,1,338,1,0,0,0,0,0,0,2009,128900,128.9,Less than median
