Gender,Loan_Requirement (in 1000$),Loan_Tenure,Home_Ownership,Income (in 1000$),Employment_Tenure,Credit_score,Age,Credit_Utlization,Active_Credit_balance (in 1000$),Open_CreditAcc,Income_to_debt_ratio,Pre-Approved,LoanStatus
Male,36,5,1,6,23,720,54,5,17,3,63,1,True
Female,38,23,0,19,0,450,70,60,38,7,26,0,False
Male,87,21,0,7000,0,270,67,35,36,7,15,0,False
Female,66,15,1,14000,0,540,66,49,25,7,10,0,False
Male,51,10,1,18,25,880,37,27,18,2,72,1,True
Female,54,20,0,12,1,445,68,80,46,7,16,0,False
Female,97,17,1,3000,0,370,25,21,33,6,38,0,False
Male,11,7,1,99,10,888,62,32,5,0,48,1,False
Female,92,20,1,3000,0,250,74,52,31,5,44,0,False
Male,68,17,0,2000,1,200,73,36,38,6,32,0,False
Female,67,21,0,7000,1,170,63,36,27,6,41,0,False
Female,54,12,0,3000,0,430,28,14,43,5,36,0,False
Male,37,7,0,38,36,825,48,21,7,2,63,1,True
Female,8,8,1,7,30,665,36,11,5,1,87,1,True
Female,80,20,1,2000,0,360,63,33,21,6,24,0,False
Female,50,16,0,6,1,475,74,51,54,7,14,0,False
Male,30,13,1,13,11,895,30,24,14,1,82,1,True
Female,79,20,0,2000,0,140,62,31,45,5,18,0,False
Male,7,12,1,21,20,945,24,26,5,1,82,1,True
Male,11,9,1,50,13,915,48,27,9,1,91,1,True
Male,14,9,1,68,27,780,70,51,10,2,70,1,True
Male,40,7,1,16,22,900,33,5,18,0,59,1,True
Female,60,20,0,3000,0,160,41,7,36,6,40,0,False
Male,53,15,1,3000,1,100,51,23,26,6,19,0,False
Female,17,12,0,3000,1,320,30,28,40,6,44,0,False
Male,26,10,1,11,17,815,30,21,9,3,81,1,True
Female,52,16,0,11,0,435,73,66,49,7,27,0,False
Female,54,20,0,8,2,305,73,67,37,5,13,0,False
Female,93,17,1,13000,0,510,66,38,38,5,34,0,False
Female,36,17,0,7,4,370,69,68,41,6,25,0,False
Female,70,15,0,3000,1,390,69,41,23,6,39,0,False
Female,62,15,1,4000,0,245,70,44,24,6,24,0,False
Female,65,19,0,6000,1,165,65,58,46,5,46,0,False
Male,26,6,1,12,10,740,48,27,7,0,76,1,True
Female,31,13,1,19,20,885,39,23,11,1,58,1,True
Female,72,15,1,4000,1,155,61,36,20,7,28,0,False
Female,78,19,0,3000,1,180,74,52,30,7,22,0,False
Male,14,8,1,68,10,805,21,13,6,0,96,1,True
Female,56,15,1,3000,1,170,72,46,44,5,39,0,False
Male,19,9,1,41,8,655,45,10,7,2,62,1,True
Female,72,21,0,22000,1,135,70,43,40,5,34,0,False
Male,61,20,1,8000,1,305,64,34,27,7,15,0,False
Male,51,13,0,10,1,335,62,68,32,6,26,0,False
Male,19,9,1,90,27,955,27,24,6,1,87,1,True
Male,17,6,1,75,28,985,49,19,8,0,81,1,True
Female,38,22,0,10,0,340,65,80,45,7,17,0,False
Female,50,21,0,3000,0,175,60,47,40,5,46,0,False
Female,67,21,0,3000,1,400,73,39,48,6,44,0,False
Female,51,19,0,91,16,785,67,36,16,1,50,1,True
Male,57,10,1,12,36,990,24,11,15,3,87,1,True
Male,63,20,0,4000,0,430,60,47,23,7,46,0,False
Male,15,8,1,70,21,905,23,28,5,0,99,1,True
Male,10,13,1,67,22,670,61,50,15,0,61,1,True
Female,78,21,0,3000,1,180,39,17,36,6,11,0,False
Female,87,17,0,3000,0,105,67,34,35,5,22,0,False
Male,8,10,1,7,18,900,50,10,15,6,80,0,False
Female,30,13,1,29,17,710,20,24,9,1,82,1,True
Female,44,19,0,16,2,470,70,54,45,7,20,0,False
Female,47,13,0,6,28,710,53,9,6,0,79,1,True
Female,32,5,0,1997,9,493,44,21,37,7,24,0,False
Female,11,9,1,7,36,745,36,12,7,1,55,1,True
Female,9,5,1,7,0,900,45,37,26,7,85,1,True
Male,45,13,1,23,34,870,54,15,5,0,61,1,True
Female,9,9,1,36,22,745,37,18,18,2,58,1,True
Female,94,24,1,2000,0,300,73,45,38,6,36,0,False
Female,67,19,1,17000,1,320,74,48,22,5,30,0,False
Female,57,20,1,3000,1,240,74,39,35,7,32,0,False
Male,31,6,1,12,19,650,45,10,7,3,79,1,True
Male,53,7,0,91,19,790,64,47,12,3,68,1,True
Male,19,5,1,66,37,880,28,13,8,1,87,1,True
Female,38,11,1,4,19,802,52,8,10,0,84,1,True
Female,80,15,0,4000,0,400,71,50,47,7,49,0,False
Female,39,15,0,17,3,350,66,78,26,5,20,0,False
Female,60,24,0,2003,10,310,72,38,37,7,43,1,True
Male,27,5,1,38,24,875,53,26,17,3,68,1,True
Female,80,23,0,3000,0,265,61,49,32,5,34,0,False
Female,51,24,0,2000,1,285,29,27,47,6,38,0,False
Female,59,20,1,3000,1,505,64,44,44,6,41,0,False
Female,98,23,1,3000,0,365,60,49,38,5,49,0,False
Male,99,23,0,8000,0,290,68,37,45,7,19,0,False
Female,99,20,0,18000,1,245,70,57,20,6,24,0,False
Female,59,17,0,2000,1,505,72,45,37,6,21,0,False
Female,37,8,1,3000,1,110,30,27,44,7,45,0,False
Male,86,17,1,2000,1,220,69,52,46,5,33,0,False
Female,45,16,0,17,1,450,70,58,36,7,25,0,False
Male,23,10,1,48,15,690,31,17,17,3,75,1,True
Female,46,16,0,2,1,435,69,54,46,5,23,0,False
Female,42,9,0,47,29,955,45,8,8,2,61,1,True
Male,15,10,1,10,34,990,43,27,10,2,54,1,True
Male,76,15,1,4000,0,495,65,45,25,7,24,0,False
Male,10,9,1,95,16,870,44,13,6,0,80,1,True
Female,71,16,1,4000,0,145,67,53,26,6,21,0,False
Male,54,15,0,3000,1,335,69,58,38,6,19,0,False
Female,77,23,1,4000,1,140,72,42,33,6,37,0,False
Female,52,23,0,7,2,410,71,60,48,6,20,0,False
Female,54,12,0,2000,1,180,54,12,40,5,23,0,False
Female,74,20,0,13000,0,110,68,32,35,7,39,0,False
Female,54,23,0,13,4,355,67,73,48,6,20,0,False
Female,78,21,0,2000,1,425,65,35,45,5,14,0,False
Female,80,23,0,4000,0,205,67,48,23,6,26,0,False
Female,47,18,0,23,0,420,71,55,27,5,13,0,False
Male,53,7,1,7,22,720,32,5,18,1,64,1,True
Male,24,7,1,64,27,940,28,11,6,0,88,1,True
Male,27,5,0,23,14,845,53,17,17,2,70,1,True
Female,47,23,0,19,4,310,66,60,53,7,14,0,False
Male,11,8,1,95,12,980,40,22,9,0,80,1,True
Female,24,14,0,4000,1,335,50,23,45,5,49,0,False
Female,59,24,0,2000,0,415,69,55,33,5,22,0,False
Female,67,16,1,22000,1,450,73,31,40,5,41,0,False
Male,77,24,1,4008,0,309,72,54,35,1,20,0,True
Female,54,16,0,8,3,480,67,60,25,7,25,0,False
Female,32,14,1,21,33,980,27,18,16,1,75,1,True
Female,94,15,1,17000,1,135,62,47,47,7,20,0,False
Female,58,24,1,2,10,318,74,59,33,7,16,0,True
Male,32,11,1,18,34,800,34,24,12,0,86,1,True
Male,18,9,1,91,23,805,30,28,9,0,96,1,True
Male,42,7,0,13,5,885,30,7,12,0,88,1,True
Female,92,24,1,4000,0,410,66,32,40,6,13,0,False
Female,67,15,1,3000,1,350,64,57,27,5,42,0,False
Male,17,7,1,78,10,965,35,13,8,1,84,1,True
Male,20,13,0,17,20,975,53,24,14,2,85,1,True
Female,78,23,0,3000,1,400,62,48,24,6,21,0,False
Female,86,17,1,2000,1,365,61,52,38,7,10,0,False
Female,70,20,0,3000,0,385,68,48,23,6,42,0,False
Male,10,6,1,53,14,965,26,5,9,1,91,1,True
Male,21,10,1,22,29,990,32,11,11,1,75,1,True
Male,24,7,0,13,16,835,25,11,15,0,75,1,True
Female,42,19,0,22,4,495,69,83,53,7,26,0,False
Male,38,14,1,16,8,835,21,12,12,3,55,1,True
Female,9,12,0,46,28,847,34,11,7,7,62,1,False
Female,97,21,0,3000,0,440,72,55,39,5,33,0,False
Male,10,7,1,61,37,885,30,10,5,1,99,1,True
Male,22,6,1,77,17,885,37,18,8,0,84,1,True
Female,39,15,0,22,1,415,72,83,45,7,21,0,False
Male,45,10,0,20,9,760,42,20,18,0,89,1,True
Female,76,19,0,3000,0,325,65,54,45,7,29,0,False
Male,48,14,1,23,19,825,34,23,10,3,83,1,True
Female,77,15,0,3000,1,380,63,49,26,5,39,0,False
Female,89,19,0,3000,0,330,60,53,23,6,31,0,False
Female,34,14,1,24,8,695,24,24,6,3,83,1,True
Female,49,16,0,13,1,445,70,71,26,7,17,0,False
Female,91,16,1,3000,1,105,63,51,27,5,12,0,False
Male,21,6,1,59,16,850,23,3,6,1,98,1,True
Male,22,7,1,98,19,855,32,19,9,1,82,1,True
Female,66,15,0,4000,0,125,68,38,45,7,13,0,False
Male,23,9,1,37,31,710,20,13,10,3,84,1,True
Female,36,12,0,5,16,995,53,16,5,2,82,1,True
Female,50,22,0,2000,0,215,49,17,31,7,39,0,False
Male,36,6,1,8,37,840,51,20,13,1,78,1,True
Male,17,8,1,85,17,875,38,24,7,0,91,1,True
Male,60,24,1,4000,1,545,74,50,37,6,41,0,False
Female,69,16,1,4000,1,225,68,46,44,5,20,0,False
Male,41,7,1,21,17,830,32,23,16,3,85,1,True
Male,96,15,0,3000,0,450,61,51,29,7,40,0,False
Female,60,22,0,2000,1,240,66,54,40,6,12,0,False
Female,50,24,0,2000,1,110,73,57,29,5,30,0,False
Male,11,6,1,85,22,835,43,15,6,0,94,1,True
Female,23,11,1,8,25,755,36,28,9,0,81,1,True
Female,57,21,1,17000,1,335,68,56,40,6,11,0,False
Female,87,17,0,3000,1,115,73,37,28,5,11,0,False
Female,24,7,1,7,29,800,42,21,16,0,70,1,True
Female,30,7,0,8,9,885,46,23,6,0,71,1,True
Female,75,21,0,3000,1,215,69,39,27,5,48,0,False
Male,19,10,0,35,11,895,48,9,17,3,60,1,True
Female,44,16,0,17,4,370,73,56,33,6,29,0,False
Male,13,8,1,62,33,985,24,24,7,1,97,1,True
Female,70,24,0,11000,0,455,72,37,39,6,28,0,False
Female,53,5,0,23,6,735,45,26,16,0,66,1,True
Male,80,20,1,4000,1,545,71,36,38,6,16,0,False
Female,53,23,0,20,3,465,71,66,37,6,14,0,False
Female,45,19,0,22,4,495,67,72,25,7,28,0,False
Male,66,21,0,3000,0,450,63,42,21,5,23,0,False
Female,35,6,0,42,16,860,32,8,16,1,72,1,True
Male,15,8,1,96,28,880,39,20,6,1,99,1,True
Female,31,5,0,4,28,726,33,17,16,0,72,0,True
Female,98,15,1,16997,0,300,65,41,44,7,17,1,True
Male,97,22,0,2000,1,325,69,50,22,6,14,0,False
Female,56,11,0,8,14,965,42,7,9,1,83,1,True
Male,54,12,1,36,36,930,47,17,5,1,68,1,True
Female,37,20,0,23,2,490,70,76,43,5,20,0,False
Male,24,6,1,99,27,855,20,23,6,0,95,1,True
Female,75,18,1,4000,1,390,72,56,27,7,19,0,False
Male,56,12,1,33,33,735,45,20,10,1,50,1,True
Female,28,9,1,27,15,980,27,8,10,1,71,1,True
Male,30,5,0,17,24,720,43,23,14,0,59,1,True
Male,24,14,0,37,36,915,41,29,5,1,80,1,True
Male,62,17,0,52,8,815,61,54,13,3,52,1,True
Male,15,9,1,62,35,920,26,22,6,1,92,1,True
Female,9,13,0,59,40,900,26,30,5,3,93,1,True
Male,23,8,0,46,14,805,53,10,13,1,81,1,True
Male,16,8,1,89,13,975,29,12,7,1,83,1,True
Female,84,15,0,2000,1,125,41,9,21,5,47,0,False
Female,92,23,1,20000,0,120,65,48,38,7,12,0,False
Female,35,20,0,4,2,445,74,73,53,7,17,0,False
Male,20,6,1,83,18,995,30,5,9,1,82,1,True
Male,22,6,1,76,33,950,21,22,8,0,90,1,True
Male,41,14,1,10,9,920,45,15,6,0,60,1,True
Female,59,18,1,21000,1,360,69,34,26,7,31,0,False
Male,24,5,1,54,13,895,24,25,9,0,86,1,True
Female,87,21,0,22000,0,530,65,57,32,5,35,0,False
Female,21,10,0,17,10,750,44,15,7,1,59,1,True
Male,20,5,1,4000,0,525,47,12,20,6,36,0,False
Male,12,9,1,68,14,930,41,28,7,0,97,1,True
Female,92,23,0,2000,1,495,48,17,20,5,30,0,False
Male,64,18,1,2000,0,325,70,38,22,5,35,0,False
Male,69,19,0,65,5,950,60,56,8,2,55,1,True
Male,24,6,1,62,31,990,24,0,9,1,99,1,True
Female,50,13,1,48,16,775,31,25,10,1,76,1,True
Female,69,21,1,3000,1,100,71,41,25,7,49,0,False
Female,86,18,0,11000,1,485,63,44,23,6,33,0,False
Female,56,15,0,8000,1,350,69,30,23,5,22,0,False
Female,81,21,1,4000,1,260,71,32,28,5,44,0,False
Male,28,8,0,7,6,975,45,24,14,1,87,1,True
Female,69,23,1,2000,1,505,61,46,40,7,44,0,False
Female,44,15,0,17,2,305,66,55,31,6,28,0,False
Female,87,24,0,3000,1,515,26,21,25,5,16,0,False
Male,94,16,0,22000,0,210,61,30,48,6,27,0,False
Female,93,17,0,2000,0,460,67,43,31,7,27,0,False
Female,59,17,0,4000,0,370,25,25,34,5,29,0,False
Male,24,6,0,55,40,832,32,21,12,0,90,1,False
Male,19,7,1,66,27,860,31,15,5,1,81,1,True
Female,42,24,0,13,2,445,68,77,44,5,25,0,False
Male,41,12,0,16,9,900,34,14,8,3,50,1,True
Female,36,10,1,2000,1,500,33,15,39,5,47,0,False
Male,24,13,1,65,27,925,64,43,19,1,79,1,True
Male,23,5,1,55,15,860,49,28,9,1,84,1,True
Male,21,10,1,22,9,980,47,11,10,2,71,1,True
Male,60,16,0,2000,0,170,72,57,21,5,13,0,False
Female,56,17,1,20000,0,170,67,52,44,6,33,0,False
Male,70,24,1,69,28,700,73,56,5,1,88,1,True
Male,10,5,1,72,15,900,29,11,6,0,87,1,True
Female,46,18,0,16,12,900,48,19,20,1,56,0,False
Male,22,13,1,33,20,970,49,23,16,1,77,1,True
Female,96,21,1,2000,0,200,68,59,29,7,17,0,False
Male,11,9,1,80,30,830,39,10,8,0,97,1,True
Male,13,7,1,21,25,845,51,23,9,2,82,1,True
Female,95,19,1,21000,0,490,71,33,36,7,47,0,False
Female,82,24,1,2003,0,353,70,42,23,2,23,1,True
Male,21,7,1,73,24,940,39,2,5,0,85,1,True
Female,93,15,0,2000,1,335,62,33,49,5,19,0,False
Female,55,20,0,2000,1,370,71,47,38,5,33,0,False
Female,58,8,1,3002,2,300,54,28,52,0,51,1,True
Male,14,12,0,24,22,710,21,7,6,2,80,1,True
Female,98,24,1,4000,0,285,73,35,40,6,23,0,False
Female,56,18,0,3000,1,425,41,20,36,6,20,0,False
Female,87,18,0,12000,0,300,70,50,47,7,21,0,False
Male,38,7,1,5,9,765,51,11,15,0,89,1,True
Male,33,6,1,6,7,815,36,7,9,3,88,1,True
Male,33,6,1,50,14,710,63,49,9,3,69,1,True
Female,74,19,0,3000,1,375,67,39,28,7,41,0,False
Male,56,13,1,62,8,870,70,37,10,3,76,1,True
Male,41,11,1,28,21,740,44,17,11,2,64,1,True
Male,22,5,1,58,38,970,41,24,6,0,80,1,True
Female,62,24,0,8000,1,210,63,41,41,6,26,0,False
Male,23,9,1,99,23,910,37,21,9,0,81,1,True
Female,40,24,0,2,2,415,68,80,33,5,20,0,False
Female,40,17,0,10,2,430,65,82,47,7,15,0,False
Female,98,21,0,3000,1,285,66,57,24,7,28,0,False
Male,36,10,0,24,32,970,31,11,17,1,82,1,True
Male,32,9,0,25,36,660,29,17,14,3,61,1,True
Female,74,15,1,7000,1,235,66,34,44,6,33,0,False
Male,66,17,1,4000,0,295,60,31,34,7,11,0,False
Female,42,11,0,4000,1,385,32,26,46,7,20,0,False
Male,73,20,0,2000,1,465,60,41,35,5,24,0,False
Female,62,18,1,21,40,829,48,25,22,0,61,0,False
Male,51,11,1,12,28,805,52,26,10,1,88,1,True
Female,51,23,0,7,2,400,74,52,28,6,15,0,False
Female,62,16,0,14,32,900,49,7,19,7,64,0,False
Male,24,13,0,21,19,845,32,29,10,2,87,1,True
Male,46,14,1,11,29,920,29,12,17,3,77,1,True
Female,40,19,0,6,3,430,67,61,54,5,26,0,False
Male,49,6,1,38,5,665,51,5,10,2,78,1,True
Female,75,20,0,4000,1,350,66,51,24,7,32,0,False
Female,57,22,1,4000,1,185,68,31,47,5,23,0,False
Female,47,13,0,2000,1,240,36,21,22,6,18,0,False
Female,91,24,1,3000,0,260,62,55,33,5,37,0,False
Male,38,11,1,11,7,925,51,25,19,2,78,1,True
Male,20,5,1,92,26,825,33,27,8,0,93,1,True
Male,53,18,0,86,9,995,60,33,8,2,66,1,True
Female,56,16,0,20000,0,375,60,41,35,5,42,0,False
Male,21,7,0,25,17,775,29,7,16,0,59,1,True
Female,88,16,0,9000,0,490,66,41,36,7,28,0,False
Male,29,5,0,7,10,850,50,25,17,2,68,1,True
Male,90,20,0,24000,0,160,68,35,46,7,48,0,False
Female,98,22,1,3000,1,330,73,53,28,6,47,0,False
Female,98,16,0,7000,1,430,60,52,21,7,45,0,False
Male,21,6,1,62,21,760,66,47,16,1,86,1,True
Female,86,15,0,2000,1,255,70,45,43,7,13,0,False
Female,56,18,0,2000,1,130,71,47,22,6,14,0,False
Male,17,5,1,59,15,870,46,23,9,1,99,1,True
Male,25,5,1,19,20,725,49,29,19,2,65,1,True
Male,96,22,0,4000,1,140,71,56,25,6,15,0,False
Male,57,21,1,58,37,665,73,37,11,2,67,1,True
Male,44,14,1,21,5,975,50,16,7,0,88,1,True
Male,58,14,1,22,8,955,30,9,15,2,61,1,True
Female,48,21,0,17,0,305,67,65,53,5,20,0,False
Male,29,5,0,42,29,700,48,13,6,1,64,1,True
Female,80,21,0,19000,1,395,68,53,45,5,37,0,False
Male,35,5,1,93,11,725,73,35,14,2,75,1,True
Female,67,15,0,2000,1,230,71,46,49,5,22,0,False
Male,89,15,0,2000,1,485,73,47,37,6,29,0,False
Female,94,19,0,2000,1,315,62,45,46,5,21,0,False
Female,39,20,0,23,3,400,68,54,39,6,21,0,False
Male,55,11,0,23,10,855,28,21,8,1,86,1,True
Male,24,14,0,2000,1,200,42,20,25,7,49,0,False
Male,62,24,1,52,30,700,71,52,14,0,66,1,True
Female,90,21,1,4000,0,200,64,53,43,6,21,0,False
Female,55,24,0,5,2,454,74,58,54,7,15,0,True
Male,87,18,0,4000,1,460,60,43,32,7,48,0,False
Male,17,12,1,53,22,855,65,30,6,2,86,1,True
Female,56,21,1,4000,0,265,27,9,37,6,27,0,False
Male,35,6,0,95,29,790,63,54,5,0,54,1,True
Female,23,5,1,74,36,900,35,18,9,1,99,1,False
Female,81,15,0,4000,0,100,70,46,21,7,41,0,False
Male,10,6,1,63,38,895,20,5,9,1,91,1,True
Male,9,7,0,21,21,675,28,29,8,1,61,1,True
Male,11,8,1,74,20,760,73,39,15,2,80,1,True
Male,16,7,1,88,33,905,42,25,8,0,92,1,True
Male,55,10,1,8,33,740,20,28,9,1,75,1,True
Male,8,5,1,22,20,675,54,10,12,1,78,1,True
Female,20,8,0,9,19,761,54,0,5,7,60,0,False
Male,38,8,0,17,17,675,37,9,5,3,55,1,True
Female,54,21,0,8,4,495,67,76,44,5,10,0,False
Male,28,6,0,23,13,910,38,23,17,1,59,1,True
Female,21,11,0,3000,0,300,43,19,23,0,41,1,False
Female,46,22,0,8,2,340,74,61,34,5,23,0,False
Female,48,12,1,2000,0,205,22,20,46,6,35,0,False
Female,89,20,0,4000,1,155,65,33,39,7,28,0,False
Female,62,24,0,3000,0,390,74,49,46,5,34,0,False
Male,53,15,1,2000,0,385,72,52,45,6,34,0,False
Male,16,9,1,34,14,860,47,6,15,0,74,1,True
Female,46,10,1,24,22,815,34,22,19,1,60,1,True
Male,11,6,1,67,37,860,43,4,7,0,95,1,True
Male,10,14,0,13,11,760,35,19,13,0,87,1,True
Male,11,9,1,94,22,905,45,29,7,1,99,1,True
Female,82,17,0,3000,0,515,62,55,23,6,48,0,False
Female,49,18,0,7,3,450,69,81,41,7,16,0,False
Male,32,9,1,27,31,930,46,8,12,2,89,1,True
Male,37,7,1,20,22,865,29,16,6,0,89,1,True
Female,90,16,0,4000,1,285,71,37,35,6,16,0,False
Female,89,24,1,2000,1,200,68,45,24,7,46,0,False
Female,49,15,0,4,0,390,69,64,42,5,20,0,False
Female,78,19,0,4000,1,395,70,46,30,7,46,0,False
Female,83,21,0,24000,1,235,74,58,28,5,39,0,False
Male,19,11,1,32,31,710,53,25,7,1,58,1,True
Female,64,22,0,2000,0,430,74,40,36,7,19,0,False
Male,38,5,1,22,19,830,23,20,7,2,87,1,True
Female,90,17,0,3000,1,440,74,49,45,6,39,0,False
Male,15,9,1,96,18,870,22,5,8,0,99,1,True
Female,83,17,1,20000,1,320,74,59,39,7,28,0,False
Male,52,21,0,3000,0,205,62,37,20,7,17,0,False
Female,92,21,0,2000,0,135,69,43,26,6,36,0,False
Female,83,24,0,11000,0,410,67,51,25,7,34,0,False
Female,96,17,1,16000,0,300,71,49,42,7,39,0,False
Female,90,21,0,2000,1,130,70,40,45,5,23,0,False
Female,42,20,0,7,2,385,66,76,47,5,23,0,False
Female,10,7,0,2000,1,155,38,12,28,7,12,0,False
Female,20,9,0,3000,0,465,26,29,24,7,18,0,False
Male,10,6,1,97,37,980,28,7,9,1,86,1,True
Female,95,18,0,3000,0,265,47,17,48,5,23,0,False
Male,54,19,0,3000,1,350,63,48,47,5,31,0,False
Female,42,16,0,18,3,430,72,68,38,5,24,0,False
Male,17,11,0,28,25,875,23,14,16,2,71,1,True
Male,25,9,1,14,19,775,48,13,14,3,79,1,True
Female,44,19,0,19,3,400,74,53,25,6,27,0,False
Male,52,12,0,18,24,880,48,12,19,3,71,1,True
Female,88,19,0,3000,1,315,68,46,36,6,42,0,False
Male,55,13,1,2000,0,105,51,10,20,7,23,0,False
Female,72,16,1,66,28,990,64,31,5,0,86,1,True
Female,7,8,0,7,15,940,49,13,7,0,51,1,True
Male,48,10,1,6,26,935,39,9,16,0,74,1,True
Female,85,17,0,4000,0,370,35,6,48,5,17,0,False
Female,72,15,0,3000,1,365,72,41,40,7,11,0,False
Female,89,19,1,3000,0,450,69,55,34,5,27,0,False
Male,10,9,1,94,23,950,34,8,5,1,90,1,True
Male,10,9,1,62,37,955,38,10,6,0,96,1,True
Female,64,15,0,3000,1,345,69,47,37,6,34,0,False
Female,34,5,0,20,12,690,22,7,10,3,60,1,True
Female,21,11,1,43,28,770,46,18,6,0,80,1,True
Female,78,21,0,10000,1,150,69,58,48,7,44,0,False
Female,9,11,1,14,24,790,22,8,15,3,89,1,True
Male,12,7,1,83,23,830,35,3,7,1,85,1,True
Female,85,18,1,3000,1,520,61,41,22,6,42,0,False
Male,65,22,1,68,17,830,70,46,12,3,55,1,True
Female,71,22,0,4000,0,340,68,36,47,7,44,0,False
Male,19,6,1,89,14,950,36,28,9,1,98,1,True
Female,35,18,0,20,4,415,71,77,50,6,12,0,False
Male,54,22,1,57,18,730,72,55,12,1,87,1,True
Male,7,13,0,28,34,800,37,14,12,3,50,1,True
Female,66,18,0,3000,1,285,65,53,35,7,42,0,False
Male,21,9,1,18,16,730,33,7,15,0,86,1,True
Male,20,11,1,10,36,725,26,13,15,1,72,1,True
Male,18,5,1,60,33,995,41,23,9,0,86,1,True
Male,25,11,0,6,5,835,51,19,12,3,55,1,True
Female,65,22,0,13000,1,525,68,31,29,6,37,0,False
Male,20,7,1,81,23,920,38,0,7,1,99,1,True
Male,7,10,0,10,33,930,41,17,14,1,62,1,True
Male,24,10,1,8,8,795,43,24,8,3,54,1,True
Female,43,15,0,19,3,745,48,6,18,0,61,1,True
Male,98,21,1,2000,1,395,68,52,35,7,15,0,False
Male,66,18,1,4000,1,100,49,21,25,7,24,0,False
Male,61,21,1,58,6,880,74,41,7,2,85,1,True
Male,92,16,1,2000,0,410,72,42,36,7,14,0,False
Male,11,9,1,72,39,945,39,9,8,1,87,1,True
Male,30,13,0,41,28,950,46,15,5,3,55,1,True
Female,96,16,0,17000,1,165,70,38,48,7,49,0,False
Female,64,22,0,4000,0,265,73,52,26,5,16,0,False
Male,15,10,1,44,12,850,46,8,19,2,72,1,True
Female,98,21,0,4000,0,300,67,55,29,6,12,0,False
Female,56,18,1,12000,1,210,66,45,37,7,24,0,False
Female,63,24,0,2000,0,265,65,34,31,7,42,0,False
Female,40,24,0,4,1,320,67,63,30,5,29,0,False
Female,90,21,1,3000,0,485,60,41,46,7,17,0,False
Female,64,23,0,3000,0,310,63,36,49,7,19,0,False
Male,33,9,0,24,13,850,50,9,7,0,53,1,True
Female,75,20,0,2000,1,230,25,22,40,5,48,0,False
Male,21,6,1,78,21,915,46,11,9,1,93,1,True
Female,58,15,0,4000,1,480,73,47,30,5,17,0,False
Male,42,10,0,12,34,785,24,6,11,1,58,1,True
Male,45,12,0,93,31,710,72,50,5,1,76,1,True
Male,15,13,1,22,10,975,47,19,13,0,68,1,True
Female,43,16,0,7,1,415,67,56,25,7,17,0,False
Male,17,5,1,89,29,805,60,58,7,0,82,1,True
Female,80,17,1,2000,1,200,69,56,31,5,28,0,False
Female,98,21,0,4000,0,290,60,42,23,5,39,0,False
Male,92,15,1,2006,0,488,73,49,35,0,38,0,False
Female,58,19,0,2000,1,235,69,53,49,7,18,0,False
Male,9,11,0,17,7,945,43,20,6,0,83,1,True
Male,73,18,1,61,10,830,68,43,16,1,68,1,True
Female,37,24,0,5,1,390,67,65,29,5,27,0,False
Male,16,9,1,94,35,815,36,25,8,1,98,1,True
Female,54,20,0,14,2,325,67,52,37,7,19,0,False
Male,81,24,1,4000,1,265,67,33,35,6,46,0,False
Male,19,14,0,8,36,910,33,23,15,2,78,1,True
Male,13,5,1,85,28,850,34,11,5,0,98,1,True
Male,18,7,1,88,16,905,37,29,5,1,98,1,True
Female,83,16,0,16000,1,440,63,45,26,5,40,0,False
Female,43,12,1,14,5,770,34,27,10,3,73,1,True
Female,53,18,0,10,4,360,74,73,36,6,20,0,False
Male,26,11,1,91,9,850,64,41,16,2,72,1,True
Female,55,21,0,4000,0,275,70,42,40,7,20,0,False
Female,45,17,0,14,1,305,70,84,29,5,17,0,False
Male,24,7,1,66,24,980,49,14,6,1,97,1,True
Male,11,9,1,88,34,945,34,19,7,0,80,1,True
Male,35,6,1,7,27,765,45,10,19,0,64,1,True
Male,74,18,0,3000,0,445,72,52,32,5,30,0,False
Male,59,12,1,21,10,975,20,28,17,2,86,1,True
Male,34,14,1,65,13,840,67,47,10,2,57,1,True
Female,52,12,1,25,16,995,50,29,18,1,73,1,True
Male,50,18,1,82,6,870,73,45,17,2,68,1,True
Male,38,11,1,95,15,690,65,42,11,3,50,1,True
Female,43,23,0,21,2,475,65,73,47,7,14,0,False
Male,47,9,1,49,30,980,51,21,13,2,71,1,True
Male,21,9,1,82,37,990,33,19,6,1,90,1,True
Female,19,11,1,17,21,818,20,12,5,2,69,1,True
Male,18,6,1,52,17,925,35,4,8,1,85,1,True
Female,57,17,0,3000,1,445,73,51,30,5,44,0,False
Male,34,13,0,19,35,900,53,13,16,7,60,0,False
Male,56,18,1,66,7,985,67,47,13,0,52,1,True
Female,39,18,0,23,3,320,74,79,46,7,29,0,False
Male,73,17,0,4000,0,210,66,45,45,5,29,0,False
Female,84,20,0,2000,0,275,44,26,41,6,30,0,False
Female,93,17,0,4000,1,130,60,47,37,7,25,0,False
Female,42,18,0,10,2,485,66,75,53,6,24,0,False
Female,44,23,0,13,3,470,70,84,48,7,15,0,False
Male,13,8,1,77,32,950,24,9,5,0,85,1,True
Male,31,15,1,3993,4,300,44,15,47,7,41,0,False
Male,25,10,0,23,13,810,34,5,11,0,54,1,True
Female,59,18,1,18000,1,535,70,57,41,5,12,0,False
Female,72,15,0,96,19,650,64,58,6,0,83,1,True
Female,69,20,0,2000,1,235,63,32,37,5,21,0,False
